[GAME] 719236 [DATE] 2023-03-07 [VENUE] Citizens Bank Park [WEATHER] Cloudy 77 8

[TEAM] 143
[PITCHER] Craig Kimbrel
[LEFT_FIELD] Josh Harrison
[DESIGNATED_HITTER] John Hicks
[PITCHER] Louis Head
[DESIGNATED_HITTER] Bryce Harper
[PITCHER] Zack Wheeler
[PITCHER] Mark Appel
[PITCHER] Andrew Bellatti
[DESIGNATED_HITTER] Nick Castellanos
[CATCHER] J.T. Realmuto
[PITCHER] Taijuan Walker
[LEFT_FIELD] Jake Cave
[CATCHER] Garrett Stubbs
[CATCHER] Aramis Garcia
[THIRD_BASE] Vimael Machín
[PITCHER] Aaron Nola
[SHORTSTOP] Trea Turner
[PITCHER] Andrew Vasquez
[SECOND_BASE] Wendell Rijo
[PITCHER] José Alvarado
[PITCHER] Matt Strahm
[PITCHER] Seranthony Domínguez
[PITCHER] Ranger Suárez
[SHORTSTOP] Edmundo Sosa
[PITCHER] Yunior Marte
[PITCHER] Ben Bowden
[PITCHER] Connor Brogdon
[PITCHER] Trey Cobb
[PITCHER] Jon Duplantier
[SHORTSTOP] Weston Wilson
[PITCHER] Gregory Soto
[PITCHER] Cristopher Sánchez
[RIGHT_FIELD] Dalton Guthrie
[FIRST_BASE] Rhys Hoskins
[PITCHER] Taylor Lehman
[PITCHER] Nick Nelson
[PITCHER] Luis F. Ortiz
[DESIGNATED_HITTER] Kyle Schwarber
[PITCHER] Jake Jewell
[PITCHER] Erich Uelmen
[SECOND_BASE] Will Toffey
[PITCHER] Noah Skirrow
[PITCHER] Bailey Falter
[OUTFIELD] Garrett Whitley
[CATCHER] Jack Conley
[PITCHER] James McArthur
[CATCHER] Cody Roberts
[THIRD_BASE] Scott Kingery
[CATCHER] Max McDowell
[THIRD_BASE] Alec Bohm
[SHORTSTOP] Kody Clemens
[RIGHT_FIELD] Jhailyn Ortiz
[CATCHER] Rafael Marchán
[LEFT_FIELD] Símon Muzziotti
[CATCHER] Herbert Iser
[PITCHER] Jeremy Walker
[PITCHER] Hans Crouse
[CENTER_FIELD] Brandon Marsh
[SECOND_BASE] Cam Cannon
[PITCHER] Andrew Schultz
[FIRST_BASE] Darick Hall
[FIRST_BASE] Jim Haley
[PITCHER] Francisco Morales
[PITCHER] Jesus Cruz
[PITCHER] Jakob Hernandez
[PITCHER] Michael Plassmeyer
[FIRST_BASE] Nick Podkul
[PITCHER] Braden Zarbnisky
[SECOND_BASE] Casey Martin
[PITCHER] Griff McGarry
[OUTFIELD] Baron Radcliff
[PITCHER] Ethan Lindow
[PITCHER] Billy Sullivan
[PITCHER] Matt Seelinger
[RIGHT_FIELD] Carlos De La Cruz
[CENTER_FIELD] Johan Rojas
[SHORTSTOP] Pedro Martinez
[SECOND_BASE] Bryson Stott
[PITCHER] Keylan Killgore
[OUTFIELD] Ethan Wilson
[PITCHER] Tyler McKay
[OUTFIELD] Cade Fergus
[SHORTSTOP] Nick Ward
[OUTFIELD] Leandro Pineda
[SHORTSTOP] Erick Brito
[SECOND_BASE] Oliver Dunn
[PITCHER] McKinley Moore
[OUTFIELD] Marcus Lee Sang
[PITCHER] Adam Leverett
[OUTFIELD] Gabriel Rincones Jr.
[CATCHER] Vito Friscia
[PITCHER] Brian Marconi
