[GAME] 719321 [DATE] 2023-03-01 [VENUE] Coors Field [WEATHER] Overcast 59 14

[TEAM] 115
[PITCHER] Daniel Bard
[DESIGNATED_HITTER] Charlie Blackmon
[PITCHER] Fernando Abad
[DESIGNATED_HITTER] C.J. Cron
[CATCHER] Elias Díaz
[PITCHER] Phillips Valdez
[PITCHER] José Ureña
[PITCHER] Matt Koch
[PITCHER] Pierce Johnson
[RIGHT_FIELD] Kris Bryant
[PITCHER] Austin Gomber
[LEFT_FIELD] Yonathan Daza
[FIRST_BASE] Harold Castro
[PITCHER] Kyle Freeland
[PITCHER] Germán Márquez
[PITCHER] Brent Suter
[PITCHER] Ty Blach
[PITCHER] Antonio Senzatela
[OUTFIELD] Bret Boswell
[PITCHER] Tyler Kinley
[THIRD_BASE] Ryan McMahon
[PITCHER] Josh Rogers
[PITCHER] T.J. Zeuch
[PITCHER] Jake Bird
[RIGHT_FIELD] Sean Bouchard
[PITCHER] Tommy Doyle
[PITCHER] Lucas Gilbreath
[SHORTSTOP] Cole Tucker
[PITCHER] Will Gaddis
[PITCHER] Connor Seabold
[PITCHER] Dinelson Lamet
[THIRD_BASE] Elehuris Montero
[PITCHER] Eli Lingos
[CATCHER] Brian Serven
[PITCHER] Ryan Feltner
[PITCHER] Logan Allen
[PITCHER] Noah Davis
[PITCHER] Peter Lambert
[SHORTSTOP] Connor Kaiser
[SECOND_BASE] Coco Montes
[SECOND_BASE] Brendan Rodgers
[PITCHER] Blair Calvo
[PITCHER] Justin Lawrence
[CATCHER] Jonathan Morales
[LEFT_FIELD] Nolan Jones
[PITCHER] Karl Kauffmann
[PITCHER] Riley Pint
[SECOND_BASE] Hunter Stovall
[PITCHER] Gavin Hollowell
[PITCHER] Ryan Rolison
[FIRST_BASE] Michael Toglia
[PITCHER] Jeff Criswell
[SECOND_BASE] Alan Trejo
[OUTFIELD] Jimmy Herron
[SHORTSTOP] Ezequiel Tovar
[DESIGNATED_HITTER] Julio Carreras
[CENTER_FIELD] Jameson Hannah
[FIRST_BASE] Grant Lavigne
[CATCHER] Willie MacIver
[PINCH_HITTER] Ronaiker Palma
[PITCHER] Stephen Jones
[SHORTSTOP] Warming Bernabel
[PITCHER] Nick Mears
[PITCHER] Austin Kitchen
[INFIELD] Trevor Boone
[CENTER_FIELD] Brenton Doyle
[PITCHER] Fineas Del Bonta-Smith
[RIGHT_FIELD] Jordan Beck
[CATCHER] Braxton Fulford
[CATCHER] Drew Romo
[CENTER_FIELD] Zac Veen
[PITCHER] Nick Garcia
[PITCHER] Case Williams
[CATCHER] Hunter Goodman
[PITCHER] Dugan Darnell

[TEAM] 118
[PITCHER] Zack Greinke
[CATCHER] Salvador Perez
[PITCHER] Jordan Lyles
[PITCHER] Aroldis Chapman
[CATCHER] José Briceño
[PITCHER] Mike Mayers
[PITCHER] Scott Barlow
[PITCHER] Amir Garrett
[DESIGNATED_HITTER] Matt Beaty
[SHORTSTOP] Angelo Castellano
[LEFT_FIELD] Franmil Reyes
[PITCHER] Jose Cuas
[PITCHER] Brooks Kriske
[PITCHER] Nick Wittgren
[THIRD_BASE] Matt Duffy
[PITCHER] Josh Staumont
[THIRD_BASE] Johan Camargo
[THIRD_BASE] Hunter Dozier
[PITCHER] Brad Keller
[PITCHER] Ryan Yarbrough
[PITCHER] Andrés Núñez
[DESIGNATED_HITTER] Jakson Reetz
[PITCHER] Josh Taylor
[PITCHER] Zach Willeman
[LEFT_FIELD] Edward Olivares
[PITCHER] Kris Bubic
[PITCHER] Daniel Lynch IV
[PITCHER] Jackson Kowar
[PITCHER] Brady Singer
[PITCHER] Richard Lovelady
[PITCHER] Taylor Clarke
[CENTER_FIELD] Kyle Isbel
[PITCHER] Jonah Dipoto
[CENTER_FIELD] Jeison Guzmán
[CATCHER] Freddy Fermin
[PITCHER] Max Castillo
[FIRST_BASE] Nick Pratto
[SHORTSTOP] Morgan McCullough
[CATCHER] MJ Melendez
[PITCHER] Jonathan Heasley
[SECOND_BASE] Samad Taylor
[PITCHER] Dylan Coleman
[SHORTSTOP] Nicky Lopez
[RIGHT_FIELD] John Rave
[RIGHT_FIELD] Drew Waters
[PITCHER] Yefri Del Rosario
[PITCHER] Carlos Hernández
[SHORTSTOP] Maikel Garcia
[PITCHER] Angel Zerpa
[PITCHER] Steven Cruz
[OUTFIELD] Tucker Bradley
[THIRD_BASE] Robbie Glendinning
[PITCHER] T.J. Sikkema
[PITCHER] Collin Snider
[LEFT_FIELD] Brewer Hicklen
[SHORTSTOP] Bobby Witt Jr.
[OUTFIELD] Diego Hernandez
[PITCHER] Walter Pennington
[PITCHER] Alec Marsh
[THIRD_BASE] Nick Loftin
[CENTER_FIELD] Dairon Blanco
[CATCHER] Tyler Cropley
[PITCHER] Austin Cox
[PITCHER] Jonathan Bowlan
[FIRST_BASE] CJ Alexander
[PITCHER] Ryan Weiss
[CATCHER] Luca Tresh
[PITCHER] Evan Sisk
[RIGHT_FIELD] Nate Eaton
[PITCHER] Josh Dye
[CATCHER] Logan Porter
[FIRST_BASE] Vinnie Pasquantino
[SECOND_BASE] Tyler Tolbert
[PITCHER] Jacob Wallace
[SECOND_BASE] Michael Massey
[LEFT_FIELD] Parker Bates
[SECOND_BASE] Clay Dungan
[THIRD_BASE] Jake Means
[PITCHER] David Sandlin
[RIGHT_FIELD] Tyler Gentry

[GAME_START]
[PLAY] Groundout [BATTER] Nicky Lopez [PITCHER] Ryan Feltner [FIELDERS] Harold Castro [MOVEMENTS] Nicky Lopez home -> home [out]
[PLAY] Flyout [BATTER] MJ Melendez [PITCHER] Ryan Feltner [FIELDERS] Yonathan Daza [MOVEMENTS] MJ Melendez home -> home [out]
[PLAY] Walk [BATTER] Franmil Reyes [PITCHER] Ryan Feltner [MOVEMENTS] Franmil Reyes home -> 1
[PLAY] Groundout [BATTER] Vinnie Pasquantino [PITCHER] Ryan Feltner [FIELDERS] Harold Castro [MOVEMENTS] Vinnie Pasquantino home -> home [out]
[PLAY] Groundout [BATTER] Yonathan Daza [PITCHER] Brady Singer [FIELDERS] Brady Singer [MOVEMENTS] Yonathan Daza home -> home [out]
[PLAY] Strikeout [BATTER] Kris Bryant [PITCHER] Brady Singer [MOVEMENTS] Kris Bryant home -> home [out]
[PLAY] Single [BATTER] Ryan McMahon [PITCHER] Brady Singer [MOVEMENTS] Ryan McMahon home -> 1
[PLAY] Walk [BATTER] C.J. Cron [PITCHER] Brady Singer [MOVEMENTS] Ryan McMahon 1 -> 2, C.J. Cron home -> 1
[PLAY] Single [BATTER] Harold Castro [PITCHER] Brady Singer [MOVEMENTS] Harold Castro home -> 1, C.J. Cron 1 -> 2, C.J. Cron 2 -> 3, Ryan McMahon 2 -> 3, Ryan McMahon 3 -> 4
[PLAY] Strikeout [BATTER] Elias Díaz [PITCHER] Brady Singer [MOVEMENTS] Elias Díaz home -> home [out]
[PLAY] Lineout [BATTER] Matt Beaty [PITCHER] Ryan Feltner [FIELDERS] Harold Castro [MOVEMENTS] Matt Beaty home -> home [out]
[PLAY] Groundout [BATTER] Dairon Blanco [PITCHER] Ryan Feltner [FIELDERS] Ezequiel Tovar [MOVEMENTS] Dairon Blanco home -> home [out]
[PLAY] Flyout [BATTER] Michael Massey [PITCHER] Ryan Feltner [FIELDERS] Brenton Doyle [MOVEMENTS] Michael Massey home -> home [out]
[PLAY] Groundout [BATTER] Ezequiel Tovar [PITCHER] Brady Singer [FIELDERS] Nicky Lopez [MOVEMENTS] Ezequiel Tovar home -> home [out]
[PLAY] Field Error [BATTER] Alan Trejo [PITCHER] Brady Singer [FIELDERS] Nick Loftin [MOVEMENTS] Alan Trejo home -> 1
[PLAY] Strikeout [BATTER] Brenton Doyle [PITCHER] Brady Singer [MOVEMENTS] Brenton Doyle home -> home [out], Alan Trejo 1 -> 2
[PLAY] Single [BATTER] Yonathan Daza [PITCHER] Jonah Dipoto [MOVEMENTS] Yonathan Daza home -> 1, Alan Trejo 2 -> 4
[PLAY] Home Run [BATTER] Kris Bryant [PITCHER] Jonah Dipoto [MOVEMENTS] Kris Bryant home -> 4, Yonathan Daza 1 -> 4
[PLAY] Flyout [BATTER] Ryan McMahon [PITCHER] Jonah Dipoto [FIELDERS] Dairon Blanco [MOVEMENTS] Ryan McMahon home -> home [out]
[PLAY] Walk [BATTER] Nick Loftin [PITCHER] Daniel Bard [MOVEMENTS] Nick Loftin home -> 1
[PLAY] Walk [BATTER] John Rave [PITCHER] Daniel Bard [MOVEMENTS] Nick Loftin 1 -> 2, John Rave home -> 1
[PLAY] Strikeout [BATTER] Nicky Lopez [PITCHER] Daniel Bard [MOVEMENTS] Nicky Lopez home -> home [out]
[PLAY] Fielders Choice [BATTER] MJ Melendez [PITCHER] Daniel Bard [FIELDERS] Ryan McMahon, Ryan McMahon [MOVEMENTS] John Rave 1 -> 2, Nick Loftin 2 -> 3, MJ Melendez home -> 1
[PLAY] Grounded Into Double Play [BATTER] Franmil Reyes [PITCHER] Phillips Valdez [FIELDERS] Alan Trejo, Alan Trejo [MOVEMENTS] MJ Melendez 1 -> home [out], Franmil Reyes home -> home [out]
[PLAY] Groundout [BATTER] C.J. Cron [PITCHER] Daniel Lynch IV [FIELDERS] Nick Loftin [MOVEMENTS] C.J. Cron home -> home [out]
[PLAY] Flyout [BATTER] Harold Castro [PITCHER] Daniel Lynch IV [FIELDERS] Dairon Blanco [MOVEMENTS] Harold Castro home -> home [out]
[PLAY] Single [BATTER] Elias Díaz [PITCHER] Daniel Lynch IV [MOVEMENTS] Elias Díaz home -> 1
[PLAY] Strikeout [BATTER] Ezequiel Tovar [PITCHER] Daniel Lynch IV [MOVEMENTS] Ezequiel Tovar home -> home [out]
[PLAY] Walk [BATTER] Vinnie Pasquantino [PITCHER] Phillips Valdez [MOVEMENTS] Vinnie Pasquantino home -> 1
[PLAY] Single [BATTER] Matt Beaty [PITCHER] Phillips Valdez [MOVEMENTS] Matt Beaty home -> 1, Vinnie Pasquantino 1 -> 2, Vinnie Pasquantino 2 -> 3
[PLAY] Lineout [BATTER] Dairon Blanco [PITCHER] Phillips Valdez [FIELDERS] Alan Trejo [MOVEMENTS] Dairon Blanco home -> home [out]
[PLAY] Strikeout [BATTER] Michael Massey [PITCHER] Phillips Valdez [MOVEMENTS] Michael Massey home -> home [out]
[PLAY] Double [BATTER] Nick Loftin [PITCHER] Phillips Valdez [MOVEMENTS] Nick Loftin home -> 2, Matt Beaty 1 -> 3, Matt Beaty 3 -> 4, Vinnie Pasquantino 3 -> 4
[PLAY] Single [BATTER] John Rave [PITCHER] Phillips Valdez [MOVEMENTS] John Rave home -> 1, Nick Loftin 2 -> 3
[PLAY] Groundout [BATTER] Nicky Lopez [PITCHER] Phillips Valdez [FIELDERS] Alan Trejo [MOVEMENTS] Nicky Lopez home -> home [out]
[PLAY] Single [BATTER] Alan Trejo [PITCHER] Daniel Lynch IV [MOVEMENTS] Alan Trejo home -> 1
[PLAY] Grounded Into Double Play [BATTER] Brenton Doyle [PITCHER] Daniel Lynch IV [FIELDERS] Nicky Lopez, Michael Massey [MOVEMENTS] Alan Trejo 1 -> home [out], Brenton Doyle home -> home [out]
[PLAY] Flyout [BATTER] Yonathan Daza [PITCHER] Daniel Lynch IV [FIELDERS] John Rave [MOVEMENTS] Yonathan Daza home -> home [out]
[PLAY] Strikeout [BATTER] MJ Melendez [PITCHER] Brent Suter [MOVEMENTS] MJ Melendez home -> home [out]
[PLAY] Walk [BATTER] Franmil Reyes [PITCHER] Brent Suter [MOVEMENTS] Franmil Reyes home -> 1
[PLAY] Single [BATTER] Vinnie Pasquantino [PITCHER] Brent Suter [MOVEMENTS] Vinnie Pasquantino home -> 1, Franmil Reyes 1 -> 2
[PLAY] Lineout [BATTER] Matt Beaty [PITCHER] Brent Suter [FIELDERS] Brenton Doyle [MOVEMENTS] Matt Beaty home -> home [out]
[PLAY] Forceout [BATTER] Dairon Blanco [PITCHER] Brent Suter [FIELDERS] Ryan McMahon [MOVEMENTS] Vinnie Pasquantino 1 -> home [out], Dairon Blanco home -> 1
[PLAY] Strikeout [BATTER] Kris Bryant [PITCHER] Carlos Hernández [MOVEMENTS] Kris Bryant home -> home [out]
[PLAY] Groundout [BATTER] Ryan McMahon [PITCHER] Carlos Hernández [FIELDERS] Michael Massey [MOVEMENTS] Ryan McMahon home -> home [out]
[PLAY] Single [BATTER] C.J. Cron [PITCHER] Carlos Hernández [MOVEMENTS] C.J. Cron home -> 1
[PLAY] Lineout [BATTER] Michael Toglia [PITCHER] Carlos Hernández [FIELDERS] John Rave [MOVEMENTS] Michael Toglia home -> home [out]
[PLAY] Single [BATTER] Michael Massey [PITCHER] Dinelson Lamet [MOVEMENTS] Michael Massey home -> 1
[PLAY] Strikeout [BATTER] Samad Taylor [PITCHER] Dinelson Lamet [MOVEMENTS] Michael Massey 1 -> 2, Samad Taylor home -> home [out]
[PLAY] Flyout [BATTER] Tyler Gentry [PITCHER] Dinelson Lamet [FIELDERS] Sean Bouchard [MOVEMENTS] Tyler Gentry home -> home [out], Michael Massey 2 -> 3
[PLAY] Strikeout [BATTER] Angelo Castellano [PITCHER] Dinelson Lamet [MOVEMENTS] Angelo Castellano home -> home [out]
[PLAY] Field Error [BATTER] Elias Díaz [PITCHER] Carlos Hernández [FIELDERS] CJ Alexander [MOVEMENTS] Elias Díaz home -> 1
[PLAY] Strikeout [BATTER] Ezequiel Tovar [PITCHER] Carlos Hernández [MOVEMENTS] Zac Veen 1 -> 2, Ezequiel Tovar home -> home [out]
[PLAY] Strikeout [BATTER] Alan Trejo [PITCHER] Carlos Hernández [MOVEMENTS] Zac Veen 2 -> 3, Alan Trejo home -> home [out]
[PLAY] Single [BATTER] Brenton Doyle [PITCHER] Carlos Hernández [MOVEMENTS] Brenton Doyle home -> 1, Zac Veen 3 -> 4
[PLAY] Walk [BATTER] Sean Bouchard [PITCHER] Carlos Hernández [MOVEMENTS] Brenton Doyle 1 -> 2, Sean Bouchard home -> 1
[PLAY] Strikeout [BATTER] Cole Tucker [PITCHER] Carlos Hernández [MOVEMENTS] Cole Tucker home -> home [out]
[PLAY] Double [BATTER] Luca Tresh [PITCHER] T.J. Zeuch [MOVEMENTS] Luca Tresh home -> 2
[PLAY] Strikeout [BATTER] Parker Bates [PITCHER] T.J. Zeuch [MOVEMENTS] Parker Bates home -> home [out]
[PLAY] Triple [BATTER] CJ Alexander [PITCHER] T.J. Zeuch [MOVEMENTS] CJ Alexander home -> 3, Luca Tresh 2 -> 4
[PLAY] Strikeout [BATTER] Jakson Reetz [PITCHER] T.J. Zeuch [MOVEMENTS] Jakson Reetz home -> home [out]
[PLAY] Strikeout [BATTER] Jeison Guzmán [PITCHER] T.J. Zeuch [MOVEMENTS] Jeison Guzmán home -> home [out]
[PLAY] Single [BATTER] Elehuris Montero [PITCHER] Josh Taylor [MOVEMENTS] Elehuris Montero home -> 1
[PLAY] Forceout [BATTER] Ronaiker Palma [PITCHER] Josh Taylor [FIELDERS] Angelo Castellano [MOVEMENTS] Elehuris Montero 1 -> home [out], Ronaiker Palma home -> 1
[PLAY] Walk [BATTER] Michael Toglia [PITCHER] Josh Taylor [MOVEMENTS] Julio Carreras 1 -> 2, Michael Toglia home -> 1
[PLAY] Single [BATTER] Zac Veen [PITCHER] Josh Taylor [MOVEMENTS] Zac Veen home -> 1, Julio Carreras 2 -> 3, Julio Carreras 3 -> 4, Michael Toglia 1 -> 2, Michael Toglia 2 -> 3
[PLAY] Grounded Into Double Play [BATTER] Nolan Jones [PITCHER] Josh Taylor [FIELDERS] Samad Taylor, Angelo Castellano [MOVEMENTS] Zac Veen 1 -> home [out], Nolan Jones home -> home [out]
[PLAY] Walk [BATTER] Robbie Glendinning [PITCHER] T.J. Zeuch [MOVEMENTS] Robbie Glendinning home -> 1
[PLAY] Forceout [BATTER] Samad Taylor [PITCHER] T.J. Zeuch [FIELDERS] Cole Tucker [MOVEMENTS] Robbie Glendinning 1 -> home [out], Samad Taylor home -> 1
[PLAY] Walk [BATTER] Tyler Gentry [PITCHER] T.J. Zeuch [MOVEMENTS] Samad Taylor 1 -> 2, Tyler Gentry home -> 1
[PLAY] Forceout [BATTER] Angelo Castellano [PITCHER] T.J. Zeuch [FIELDERS] Elehuris Montero [MOVEMENTS] Tyler Gentry 1 -> home [out], Samad Taylor 2 -> 3, Angelo Castellano home -> 1
[PLAY] Groundout [BATTER] Luca Tresh [PITCHER] T.J. Zeuch [FIELDERS] Coco Montes [MOVEMENTS] Angelo Castellano 1 -> 2, Luca Tresh home -> home [out]
[PLAY] Groundout [BATTER] Drew Romo [PITCHER] Collin Snider [FIELDERS] Luca Tresh [MOVEMENTS] Drew Romo home -> home [out]
[PLAY] Lineout [BATTER] Coco Montes [PITCHER] Collin Snider [FIELDERS] Tyler Gentry [MOVEMENTS] Coco Montes home -> home [out]
[PLAY] Strikeout [BATTER] Sean Bouchard [PITCHER] Collin Snider [MOVEMENTS] Sean Bouchard home -> home [out]
[PLAY] Double [BATTER] Parker Bates [PITCHER] Josh Rogers [MOVEMENTS] Parker Bates home -> 2
[PLAY] Walk [BATTER] CJ Alexander [PITCHER] Josh Rogers [MOVEMENTS] CJ Alexander home -> 1
[PLAY] Double [BATTER] Jakson Reetz [PITCHER] Josh Rogers [MOVEMENTS] Jakson Reetz home -> 2, Parker Bates 2 -> 4, CJ Alexander 1 -> 3
[PLAY] Groundout [BATTER] Jeison Guzmán [PITCHER] Josh Rogers [FIELDERS] Coco Montes [MOVEMENTS] Jeison Guzmán home -> home [out], CJ Alexander 3 -> 4, Jakson Reetz 2 -> 3
